학교명,학교급구분,소재지도로명주소,위도,경도,Region_Name
서울영림초등학교,초등학교,서울특별시 영등포구 시흥대로173길 14 . 서울영림초등학교 (대림동),37.4872977,126.9025393,영등포구
서울평화초등학교,초등학교,서울특별시 송파구 송파대로26길 22 . 서울평화초등학교 (가락동),37.49162927,127.1223566,송파구
서울양동초등학교,초등학교,서울특별시 양천구 오목로23길 24 (신정동),37.52600601,126.8511587,양천구
서울중화초등학교,초등학교,서울특별시 중랑구 신내로7가길 22 . 서울중화초등학교 (신내동),37.60300324,127.0946485,중랑구
서울상월초등학교,초등학교,서울특별시 노원구 동일로221길 27 (상계동),37.65848709,127.0571716,노원구
서울중목초등학교,초등학교,서울특별시 중랑구 동일로 665 . 서울중목초등학교 (면목동),37.58997982,127.0793361,중랑구
서울동작초등학교,초등학교,서울특별시 동작구 동작대로29길 214 . 서울동작초등학교 (사당동),37.49410161,126.9768411,동작구
서울갈산초등학교,초등학교,서울특별시 양천구 목동로 31 (신정동.서울갈산초등학교),37.51174342,126.8699978,양천구
서울태랑초등학교,초등학교,서울특별시 노원구 화랑로51나길 31 . 서울태랑초등학교 (공릉동),37.62637772,127.0907213,노원구
서울한천초등학교,초등학교,서울특별시 노원구 마들로 45 . 서울한천초등학교 (월계동),37.62015506,127.0688927,노원구
서울신구초등학교,초등학교,서울특별시 강남구 압구정로18길 28 (신사동.신구초등학교),37.52318884,127.0242775,강남구
서울봉화초등학교,초등학교,서울특별시 중랑구 신내로15길 110 (신내동.봉화초등학교),37.61331383,127.0921725,중랑구
서울양원초등학교,초등학교,서울특별시 양천구 화곡로 16 (신월동.서울양원초등학교),37.53865393,126.8234816,양천구
서울상봉초등학교,초등학교,서울특별시 중랑구 동일로126가길 11 . 서울상봉초등학교 (상봉동),37.59809416,127.0836798,중랑구
서울원광초등학교,초등학교,서울특별시 노원구 덕릉로76길 18 (중계동.원광초등학교),37.6540189,127.0748416,노원구
서울월계초등학교,초등학교,서울특별시 노원구 월계로45가길 10 (월계동.월계초등학교),37.62762424,127.0508421,노원구
서울송례초등학교,초등학교,서울특별시 송파구 위례순환로 439 (장지동. 서울송례초등학교),37.47773418,127.1385039,송파구
서울강남초등학교,초등학교,서울특별시 동작구 강남초등길 15 (상도1동. 강남초등학교),37.50619275,126.9532007,동작구
서울원촌초등학교,초등학교,서울특별시 서초구 사평대로45길 26 (반포동.서울원촌초등학교),37.50603606,127.0127721,서초구
서울가원초등학교,초등학교,서울특별시 송파구 중대로4길 8 (문정동. 가원초등학교),37.4891201,127.1114055,송파구
서울면동초등학교,초등학교,서울특별시 중랑구 면목로57길 32 . 서울면동초등학교 (면목동. 면동초등학교),37.58526987,127.0866805,중랑구
상명대학교사범대학부속초등학교,초등학교,서울특별시 종로구 홍지문2길 1 (홍지동. 상명초등학교),37.60075792,126.9563523,종로구
서울신곡초등학교,초등학교,서울특별시 강서구 등촌로13자길 42-14 (화곡동.신곡초등학교),37.53877767,126.8558353,강서구
서울불광초등학교,초등학교,서울특별시 은평구 불광로 51 . 서울불광초등학교 (불광동),37.61258244,126.9309092,은평구
서울신내초등학교,초등학교,서울특별시 중랑구 용마산로125나길 22 (신내동.신내초등학교),37.60437742,127.0999812,중랑구
서울중곡초등학교,초등학교,서울특별시 중랑구 면목로23길 20 (면목동.중곡초등학교),37.57436078,127.0835305,중랑구
서울전농초등학교,초등학교,서울특별시 동대문구 사가정로 66 . 서울전농초등학교 (전농동),37.5744176,127.0544089,동대문구
서울잠실초등학교,초등학교,서울특별시 송파구 올림픽로35길 20 (신천동.잠실초등학교),37.52010753,127.11127,송파구
서울논현초등학교,초등학교,서울특별시 강남구 강남대로120길 33 (논현동.논현초등학교),37.5084232,127.0261867,강남구
서울구룡초등학교,초등학교,서울특별시 강남구 개포로 263 (개포동.구룡초등학교),37.48080548,127.051891,강남구
서울독립문초등학교,초등학교,서울특별시 종로구 통일로12길 23 (무악동. 독립문초등학교),37.57413657,126.9602466,종로구
서울한남초등학교,초등학교,서울특별시 용산구 한남대로 112 . 서울한남초등학교 (한남동),37.5393989,127.0049096,용산구
서울공진초등학교,초등학교,서울특별시 강서구 마곡서로 33(마곡동) 서울공진초등학교,37.55780477,126.82273,강서구
서울신성초등학교,초등학교,서울특별시 관악구 신림로 114 . 서울신성초등학교 (신림동),37.47179668,126.9372757,관악구
서울영화초등학교,초등학교,서울특별시 동작구 등용로8길 3 . 서울영화초등학교 (대방동),37.50914588,126.9331672,동작구
서울자곡초등학교,초등학교,서울특별시 강남구 자곡로 150 (자곡동),37.47206129,127.0996665,강남구
서울명신초등학교,초등학교,서울특별시 종로구 낙산길 250 (창신동),37.58146865,127.0139642,종로구
서울서원초등학교,초등학교,서울특별시 서초구 고무래로 63 . 서울서원초등학교 (반포동),37.50261842,127.0152191,서초구
서울위례솔초등학교,초등학교,서울특별시 송파구 위례북로2길 12 (거여동. 서울위례솔초등학교),37.48663746,127.1509109,송파구
서울마천초등학교,초등학교,서울특별시 송파구 마천로61다길 24 . 서울마천초등학교 (마천동),37.49535028,127.1522973,송파구
서울잠일초등학교,초등학교,서울특별시 송파구 올림픽로 95 서울잠일초등학교 (잠실동),37.51505804,127.0814177,송파구
서울가주초등학교,초등학교,서울특별시 송파구 오금로40길 37 (가락동. 가주초등학교),37.49662263,127.1292617,송파구
서울원묵초등학교,초등학교,서울특별시 중랑구 숙선옹주로 109 . 서울원묵초등학교 (묵동),37.61768065,127.0861068,중랑구
서울장평초등학교,초등학교,서울특별시 동대문구 답십리로69길 27 (장안동. 서울장평초등학교),37.57380744,127.0733241,동대문구
서울안천초등학교,초등학교,서울특별시 금천구 한내로 69-16 . 서울안천초등학교 (독산동),37.45817893,126.8885094,금천구
서울대진초등학교,초등학교,서울특별시 강남구 개포로109길 74 . 서울대진초등학교 (개포동),37.49668479,127.0780425,강남구
서울오륜초등학교,초등학교,서울특별시 송파구 양재대로 1196 . 서울오륜초등학교 (방이동),37.51208485,127.1345763,송파구
서울개명초등학교,초등학교,서울특별시 구로구 개봉로1다길 16-9 (개봉동.개명초등학교),37.48312265,126.8507003,구로구
서울신강초등학교,초등학교,서울특별시 양천구 중앙로55길 72 . 서울신강초등학교 (신월동.서울신강초등학교),37.5259562,126.8416536,양천구
서울가산초등학교,초등학교,서울특별시 금천구 남부순환로 1304-11 . 서울가산초등학교 (독산동),37.47794535,126.896405,금천구
서울정곡초등학교,초등학교,서울특별시 강서구 방화대로50길 22 (방화동.정곡초등학교),37.57695491,126.8188827,강서구
서울대곡초등학교,초등학교,서울특별시 강남구 남부순환로 3022 서울대곡초등학교 (대치동.대곡초등학교),37.49439753,127.0651645,강남구
서울오금초등학교,초등학교,서울특별시 송파구 위례성대로22길 11 (오금동.오금초등학교),37.50915569,127.1317971,송파구
서울신길초등학교,초등학교,서울특별시 동작구 알마타길 16 (대방동),37.51038715,126.9266448,동작구
서울미래초등학교,초등학교,서울특별시 구로구 새말로 73 . 서울미래초등학교 (구로동),37.50520381,126.8880137,구로구
서울월촌초등학교,초등학교,서울특별시 양천구 목동중앙로 132 (목동.서울월촌초등학교),37.54023674,126.8767678,양천구
서울은정초등학교,초등학교,서울특별시 양천구 목동남로 85 서울은정초등학교,37.51125774,126.8673755,양천구
서울영도초등학교,초등학교,서울특별시 양천구 목동중앙로 70 . 서울영도초등학교 (목동.서울영도초등학교),37.53596257,126.871927,양천구
서울가동초등학교,초등학교,서울특별시 송파구 중대로20길 47 (가락동),37.49713482,127.1303876,송파구
서울신방학초등학교,초등학교,서울특별시 도봉구 시루봉로 173 . 서울신방학초등학교 (방학동),37.66559481,127.0295856,도봉구
서울신상계초등학교,초등학교,서울특별시 노원구 상계로 267 . 신상계초등학교 (상계동),37.66814915,127.0755891,노원구
서울우장초등학교,초등학교,서울특별시 강서구 화곡로 263 (화곡동.서울우장초등학교),37.54880324,126.8462805,강서구
서울교육대학교부설초등학교,초등학교,서울특별시 서초구 서초중앙로 96 (서초동. 서울교대초등학교),37.49087951,127.0150822,서초구
서울잠전초등학교,초등학교,서울특별시 송파구 올림픽로12길 51 .  (잠실동. 서울잠전초등학교),37.50678211,127.0842067,송파구
서울개웅초등학교,초등학교,서울특별시 구로구 개봉로11길 98 (개봉동.개웅초등학교),37.48839858,126.850121,구로구
서울연촌초등학교,초등학교,서울특별시 노원구 공릉로58길 36 . 서울연촌초등학교 (하계동),37.63498895,127.0727394,노원구
서울염경초등학교,초등학교,서울특별시 강서구 양천로69길 49 (염창동.서울염경초등학교),37.55512713,126.8711608,강서구
동광초등학교,초등학교,서울특별시 금천구 탑골로10길 45 (시흥동),37.45199688,126.9166976,금천구
서울대학교사범대학부설초등학교,초등학교,서울특별시 종로구 대학로 64 (동숭동.서울사대부설초등학교),37.57778205,127.0029147,종로구
이화여자대학교사범대학부속초등학교,초등학교,서울특별시 서대문구 성산로 512-39 (대신동),37.56099648,126.9427504,서대문구
서울개봉초등학교,초등학교,서울특별시 구로구 개봉로16길 30-11 (개봉동),37.48972738,126.858306,구로구
서울염리초등학교,초등학교,서울특별시 마포구 토정로37길 37 . 서울염리초등학교 (염리동),37.54244648,126.945885,마포구
서울중계초등학교,초등학교,서울특별시 노원구 한글비석로19길 39 . 서울중계초등학교 (중계동),37.65751566,127.0732694,노원구
서울윤중초등학교,초등학교,서울특별시 영등포구 여의나루로2길 14 (여의도동),37.51991462,126.9230217,영등포구
서울중현초등학교,초등학교,서울특별시 노원구 섬밭로 181 . 서울중현초등학교 (하계동.중현초등학교),37.6321062,127.0665372,노원구
서울금천초등학교,초등학교,서울특별시 금천구 탑골로5길 60 (시흥동),37.45464753,126.9125446,금천구
서울방현초등학교,초등학교,서울특별시 서초구 효령로4길 58 (방배동.방현초등학교),37.47648995,126.99015,서초구
서울강서초등학교,초등학교,서울특별시 양천구 오목로 31 (신월동. 서울강서초등학교),37.522293,126.8405408,양천구
서울용동초등학교,초등학교,서울특별시 노원구 한글비석로1길 81-11 (중계동.용동초등학교),37.64148227,127.0693935,노원구
서울중평초등학교,초등학교,서울특별시 노원구 섬밭로 241 . 서울중평초등학교 (하계동),37.63730543,127.0641719,노원구
서울자운초등학교,초등학교,서울특별시 도봉구 마들로13길 166 . 서울자운초등학교 (창동),37.65756505,127.0465597,도봉구
서울신당초등학교,초등학교,서울특별시 중구 난계로 141 (신당동),37.56385487,127.0237242,중구
서울면중초등학교,초등학교,서울특별시 중랑구 용마산로70길 43 . 서울면중초등학교 (면목동),37.58216276,127.0967221,중랑구
서울봉천초등학교,초등학교,서울특별시 관악구 행운1라길 17 . 서울봉천초등학교 (봉천동.봉천초등학교),37.48309001,126.9583231,관악구
서울옥수초등학교,초등학교,서울특별시 성동구 금호로1길 25 . 옥수초등학교 (금호동4가),37.5461524,127.0220121,성동구
서울거여초등학교,초등학교,서울특별시 송파구 마천로25길 18 (오금동. 거여초등학교),37.50508433,127.1409011,송파구
서울남천초등학교,초등학교,서울특별시 송파구 성내천로 207 (마천동),37.50126873,127.1507951,송파구
서울보라매초등학교,초등학교,서울특별시 동작구 여의대방로16길 30 . 서울보라매초등학교 (신대방동),37.49567494,126.916097,동작구
서울아주초등학교,초등학교,서울특별시 송파구 올림픽로4길 59 . 서울아주초등학교 (잠실동),37.50558066,127.075764,송파구
서울삼광초등학교,초등학교,서울특별시 용산구 두텁바위로1나길 19 . 서울삼광초등학교 (후암동),37.54732018,126.9767347,용산구
서울구로남초등학교,초등학교,서울특별시 구로구 디지털로27길 76 (구로동.구로남초등학교),37.48548314,126.890983,구로구
서울영풍초등학교,초등학교,서울특별시 송파구 오금로57길 15 . 서울영풍초등학교 (거여동),37.49600417,127.1429536,송파구
서울문성초등학교,초등학교,서울특별시 금천구 시흥대로 460 . 서울문성초등학교  (독산동),37.47454373,126.8993703,금천구
서울구암초등학교,초등학교,서울특별시 관악구 구암길 1 . 서울구암초등학교 (봉천동),37.48939905,126.9469801,관악구
서울도봉초등학교,초등학교,서울특별시 도봉구 도봉로173길 96 (도봉동),37.67955707,127.0383341,도봉구
서울동일초등학교,초등학교,서울특별시 노원구 한글비석로 566. 서울동일초등학교 (상계동),37.66499735,127.0545861,노원구
서울온곡초등학교,초등학교,서울특별시 노원구 한글비석로52길 59 (상계동.온곡초등학교),37.66739926,127.0659829,노원구
서울신용산초등학교,초등학교,서울특별시 용산구 이촌로 255 . 301-75번지 (이촌동),37.52001219,126.9758975,용산구
서울장수초등학교,초등학교,서울특별시 양천구 신정로13가길 30 (신정동),37.512868,126.8454266,양천구
서울신서초등학교,초등학교,서울특별시 양천구 목동서로10길 35 (신정동 312-1번지),37.52024636,126.8624156,양천구
서울광희초등학교,초등학교,서울특별시 중구 다산로 269 (신당동.광희초등학교),37.56735918,127.0151801,중구
서울신천초등학교,초등학교,서울특별시 송파구 올림픽로 215 (잠실동. 신천초등학교),37.51398996,127.0950476,송파구
서울광진초등학교,초등학교,서울특별시 광진구 자양로40길 41 . 서울광진초등학교 (구의동),37.54755486,127.0912432,광진구
서울신계초등학교,초등학교,서울특별시 노원구 초안산로 29 (월계동.신계초등학교),37.63000893,127.0532153,노원구
서울문정초등학교,초등학교,서울특별시 송파구 문정로5길 20 . 문정초등학교 (문정동),37.48889497,127.128721,송파구
서울서정초등학교,초등학교,서울특별시 양천구 목동로8길 19 (목동.서울서정초등학교),37.52394438,126.8674026,양천구
서울방일초등학교,초등학교,서울특별시 서초구 방배로18길 52 (방배동),37.48536558,126.9981018,서초구
서울면남초등학교,초등학교,서울특별시 중랑구 면목로30나길 38 (면목동.면남초등학교),37.57719558,127.0882508,중랑구
서울잠원초등학교,초등학교,서울특별시 서초구 신반포로16길 15-25 (반포동. 잠원초등학교),37.50154786,126.9980966,서초구
서울거원초등학교,초등학교,서울특별시 송파구 양산로2길 26 (거여동.거원초등학교),37.48782967,127.144909,송파구
서울난향초등학교,초등학교,서울특별시 관악구 난향길 9 (신림동.난향초등학교),37.46232075,126.9179108,관악구
서울신학초등학교,초등학교,서울특별시 도봉구 방학로 247-21 (방학동),37.66078234,127.0252821,도봉구
서울송천초등학교,초등학교,서울특별시 강북구 삼양로20길 29 (미아동.서울송천초등학교),37.61567143,127.0236456,강북구
서울송정초등학교,초등학교,서울특별시 강서구 공항대로3길 18 (공항동),37.56242642,126.8110229,강서구
서울신원초등학교,초등학교,서울특별시 양천구 남부순환로58길 32 (신월동.서울신원초등학교),37.52950283,126.829855,양천구
서울목동초등학교,초등학교,서울특별시 양천구 목동동로12길 12 (신정동.서울목동초등학교),37.52248219,126.8720819,양천구
서울당서초등학교,초등학교,서울특별시 영등포구 당산로 187 . 서울당서초등학교 (당산동5가),37.53170555,126.8994612,영등포구
서울신영초등학교,초등학교,서울특별시 영등포구 도신로4길 32 (대림동.신영초등학교),37.50034896,126.8959027,영등포구
서울면일초등학교,초등학교,서울특별시 중랑구 용마산로100길 13 . 면일초등학교 (망우동),37.59188275,127.0996567,중랑구
청원초등학교,초등학교,서울특별시 노원구 한글비석로 506 . (상계동.청원초/중/고등학교) (상계동),37.66537205,127.0613433,노원구
서울숭신초등학교,초등학교,서울특별시 성동구 마장로 161 (하왕십리동),37.5676259,127.0276617,성동구
서울하늘초등학교,초등학교,서울특별시 마포구 월드컵북로 502-14 . 서울하늘초등학교 (상암동),37.58553531,126.8807699,마포구
서울사당초등학교,초등학교,서울특별시 관악구 남현4길 51 . 서울사당초등학교 (남현동),37.47395148,126.9740563,관악구
서울창경초등학교,초등학교,서울특별시 도봉구 도봉로129길 54 (쌍문동.창경초등학교),37.65604739,127.0349723,도봉구
서울신답초등학교,초등학교,서울특별시 동대문구 천호대로 177 (답십리동.서울신답초등학교),37.57300059,127.0433994,동대문구
서울신림초등학교,초등학교,서울특별시 관악구 문성로28길 31 . 서울신림초등학교 (신림동),37.4773529,126.9275253,관악구
서울청량초등학교,초등학교,서울특별시 동대문구 회기로25길 31 (회기동.서울청량초등학교),37.59203304,127.0556198,동대문구
금성초등학교,초등학교,서울특별시 중랑구 신내로21길 55 . 금성초등학교 (신내동),37.61501531,127.0896681,중랑구
서울송화초등학교,초등학교,서울특별시 강서구 방화대로34길 2 (방화동.송화초등학교),37.56827406,126.8174653,강서구
서울원당초등학교,초등학교,서울특별시 관악구 봉천로 505 (봉천동),37.48112333,126.9564572,관악구
서울문덕초등학교,초등학교,서울특별시 송파구 송이로34길 60 (문정동),37.48499277,127.1275957,송파구
서울은로초등학교,초등학교,서울특별시 동작구 서달로 115 . 서울은로초등학교 (흑석동),37.50335439,126.9599535,동작구
서울답십리초등학교,초등학교,서울특별시 동대문구 전농로3길 23 . 서울답십리초등학교 (답십리동),37.56859461,127.0555483,동대문구
서울삼정초등학교,초등학교,서울특별시 강서구 금낭화로 222 . 서울삼정초등학교 (방화동),37.58014934,126.8102779,강서구
서울덕의초등학교,초등학교,서울특별시 구로구 고척로 213 (고척동.덕의초등학교),37.50605683,126.8566854,구로구
서울본동초등학교,초등학교,서울특별시 동작구 노량진로26길 16-40 . 서울본동초등학교 (본동),37.51020148,126.9536623,동작구
서울남부초등학교,초등학교,서울특별시 관악구 남부순환로163길 14 . 서울남부초등학교 (신림동),37.48486115,126.9220969,관악구
서울봉현초등학교,초등학교,서울특별시 관악구 성현로 117 (봉천동.서울봉현초등학교),37.49089434,126.9550476,관악구
서울은진초등학교,초등학교,서울특별시 은평구 진관1로 21-20 . 은진초등학교 (진관동),37.63303012,126.9211201,은평구
서울수색초등학교,초등학교,서울특별시 은평구 수색로16길 21 (수색동),37.5849498,126.8956303,은평구
서울서빙고초등학교,초등학교,서울특별시 용산구 서빙고로51길 14 . 서울서빙고초등학교 (서빙고동),37.52124919,126.9922315,용산구
서울용곡초등학교,초등학교,서울특별시 광진구 용마산로22길 82 . 서울용곡초등학교 (중곡동),37.56689003,127.088537,광진구
서울삼릉초등학교,초등학교,서울특별시 강남구 봉은사로63길 22 (삼성동.삼릉초등학교),37.51292229,127.0471068,강남구
서울왕북초등학교,초등학교,서울특별시 강남구 광평로31길 74 (수서동.왕북초등학교),37.48616111,127.0865315,강남구
서울역삼초등학교,초등학교,서울특별시 강남구 강남대로66길 21 서울역삼초등학교 (역삼동),37.49316528,127.0326527,강남구
서울상계초등학교,초등학교,서울특별시 노원구 상계로9길 39 . 서울상계초등학교 (상계동),37.65912409,127.0659095,노원구
서울숭인초등학교,초등학교,서울특별시 성북구 오패산로16길 37 (하월곡동.서울숭인초등학교),37.60908739,127.0384077,성북구
서울일신초등학교,초등학교,서울특별시 성북구 월곡로 74 (종암동.서울일신초등학교),37.59895126,127.0401072,성북구
서울묵현초등학교,초등학교,서울특별시 중랑구 동일로157길 75 서울묵현초등학교,37.6092043,127.0736243,중랑구
서울상수초등학교,초등학교,서울특별시 노원구 동일로216길 66 . 서울상수초등학교 (상계동),37.65162298,127.0648868,노원구
서울을지초등학교,초등학교,서울특별시 노원구 중계로 239 (중계동),37.65064037,127.0729274,노원구
서울가양초등학교,초등학교,서울특별시 강서구 허준로 186 . (가양동.가양초등학교),37.5617004,126.8590239,강서구
서울종암초등학교,초등학교,서울특별시 동대문구 무학로44길 25 (제기동),37.58186983,127.0312559,동대문구
서울연지초등학교,초등학교,서울특별시 노원구 월계로55길 48 (월계동),37.63351631,127.0599789,노원구
서울보광초등학교,초등학교,서울특별시 용산구 우사단로 20 (이태원동.보광초등학교),37.53246659,126.9963946,용산구
서울신동초등학교,초등학교,서울특별시 서초구 나루터로 15 (잠원동.신동초등학교),37.51689205,127.0118979,서초구
서울창림초등학교,초등학교,서울특별시 도봉구 덕릉로63길 46 (창동),37.64305965,127.041485,도봉구
서울대도초등학교,초등학교,서울특별시 강남구 선릉로 209 (도곡동. 서울대도초등학교),37.49260076,127.0535537,강남구
서울대동초등학교,초등학교,서울특별시 영등포구 대림로21길 6 . 서울대동초등학교 (대림동),37.49359972,126.9004978,영등포구
서울영동초등학교,초등학교,서울특별시 영등포구 국회대로53길 20 (당산동. 영동초등학교),37.52690543,126.9075114,영등포구
서울방이초등학교,초등학교,서울특별시 송파구 위례성대로10길 4 . 서울방이초등학교 (방이동),37.51343915,127.1209353,송파구
서울미아초등학교,초등학교,서울특별시 성북구 삼양로 77 (길음동. 서울미아초등학교),37.61046196,127.0217482,성북구
서울방화초등학교,초등학교,서울특별시 강서구 양천로6길 92 (방화동),37.56862486,126.8069694,강서구
서울금동초등학교,초등학교,서울특별시 금천구 금하로30길 53 . 서울금동초등학교 (시흥동),37.44753081,126.9164244,금천구
성신초등학교,초등학교,서울특별시 성북구 북악산로 918 (돈암동.성신초등학교),37.59393484,127.0233205,성북구
서울두산초등학교,초등학교,서울특별시 금천구 범안로11길 3 . 서울두산초등학교 (독산동),37.46742202,126.8906367,금천구
서울금산초등학교,초등학교,서울특별시 금천구 시흥대로24길 57 (시흥동. 서울금산초등학교),37.44164885,126.9081994,금천구
서울화곡초등학교,초등학교,서울특별시 강서구 초록마을로 28 화곡동.화곡초등학교,37.54330935,126.8459511,강서구
서울서신초등학교,초등학교,서울특별시 은평구 은평터널로 150 (신사동),37.59232847,126.9074837,은평구
서울숭곡초등학교,초등학교,서울특별시 성북구 종암로40길 30 (하월곡동.서울숭곡초등학교),37.60840947,127.0324922,성북구
서울신중초등학교,초등학교,서울특별시 서초구 남부순환로317길 15 (서초동.서울신중초등학교),37.47992822,127.0097922,서초구
서울선유초등학교,초등학교,서울특별시 영등포구 선유로43가길 14 (양평동3가. 서울선유초등학교),37.53263087,126.8926715,영등포구
서울은천초등학교,초등학교,서울특별시 관악구 은천로 69 (봉천동),37.48698484,126.9427248,관악구
서울미동초등학교,초등학교,서울특별시 서대문구 충정로 52 (미근동. 서울미동초등학교),37.56311085,126.9658506,서대문구
서울면북초등학교,초등학교,서울특별시 중랑구 용마공원로5길 32 . 서울면북초등학교 (망우동),37.59428349,127.1033728,중랑구
서울관악초등학교,초등학교,서울특별시 관악구 청룡4길 49 . 관악초등학교 (봉천동.관악초등학교),37.48065828,126.9429238,관악구
서울청담초등학교,초등학교,서울특별시 강남구 압구정로71길 9 (청담동.청담초등학교),37.52797617,127.0450453,강남구
서울배봉초등학교,초등학교,서울특별시 동대문구 사가정로 193 (전농동. 서울배봉초등학교),37.57989859,127.0662438,동대문구
서울버들초등학교,초등학교,서울특별시 송파구 석촌호수로 81 . 서울버들초등학교 (잠실동),37.51028143,127.0890677,송파구
서울용산초등학교,초등학교,서울특별시 용산구 한강대로57길 33 (한강로2가.용산초등학교),37.53527599,126.9723116,용산구
서울영희초등학교,초등학교,서울특별시 강남구 일원로 21 (일원동.영희초등학교),37.49192076,127.0812703,강남구
은석초등학교,초등학교,서울특별시 동대문구 장안벚꽃로 205 (장안동. 은석초등학교),37.57841,127.0752698,동대문구
서울개화초등학교,초등학교,서울특별시 강서구 양천로 11 (방화동.개화초등학교),37.57370704,126.8045332,강서구
서울미성초등학교,초등학교,서울특별시 관악구 문성로 79 . 서울미성초등학교 (신림동),37.47793138,126.9125391,관악구
서울소의초등학교,초등학교,서울특별시 마포구 마포대로24길 42 (아현동.소의초등학교),37.55226664,126.9608455,마포구
서울성산초등학교,초등학교,서울특별시 마포구 양화로3길 94 . 서울성산초등학교 (합정동),37.55329583,126.9110836,마포구
서울원명초등학교,초등학교,서울특별시 서초구 고무래로 90-6 (서초동.원명초등학교),37.50079587,127.0169088,서초구
서울도림초등학교,초등학교,서울특별시 영등포구 가마산로65길 22 . 서울도림초등학교 (신길동),37.50812274,126.9071795,영등포구
서울백산초등학교,초등학교,서울특별시 금천구 시흥대로38길 78 (시흥동. 백산초등학교),37.44673975,126.9050156,금천구
서울삼육초등학교,초등학교,서울특별시 동대문구 회기로10길 63 (회기동.서울삼육초등학교),37.58912911,127.0478355,동대문구
경희초등학교,초등학교,서울특별시 동대문구 경희대로 26 . 경희초등학교 (회기동. 경희대학교),37.59455742,127.0487668,동대문구
서울신남성초등학교,초등학교,서울특별시 동작구 사당로 146 (사당동. 서울신남성초등학교),37.4889652,126.9651691,동작구
서울선곡초등학교,초등학교,서울특별시 노원구 광운로2길 1 서울선곡초등학교 (월계동),37.61850354,127.0581647,노원구
서울양화초등학교,초등학교,서울특별시 양천구 목동중앙북로16길 57 (목동.서울양화초등학교),37.54382981,126.874714,양천구
서울청파초등학교,초등학교,서울특별시 용산구 효창원로 228 . 서울청파초등학교 (청파동2가),37.54751471,126.9642735,용산구
서울대모초등학교,초등학교,서울특별시 강남구 광평로20길 27 . 대모초등학교 (일원동.대모초등학교),37.48113529,127.0863007,강남구
서울오류초등학교,초등학교,서울특별시 구로구 경인로19길 39 . 서울오류초등학교 (오류동),37.49804492,126.8423578,구로구
서울율현초등학교,초등학교,서울특별시 강남구 밤고개로21길 15 . 서울율현초등학교 (자곡동),37.47451551,127.1082848,강남구
서울경인초등학교,초등학교,서울특별시 양천구 안양천로 1009 (목동.서울경인초등학교),37.53303783,126.8862812,양천구
서울여의도초등학교,초등학교,서울특별시 영등포구 여의대방로 439 . 서울여의도초등학교 (여의도동),37.52289028,126.9364713,영등포구
서울수송초등학교,초등학교,서울특별시 강북구 한천로124길 14 (번1동) 456번지,37.6370879,127.0330004,강북구
서울당산초등학교,초등학교,서울특별시 영등포구 선유로55길 32 . 서울당산초등학교 (양평동4가),37.53958444,126.8961552,영등포구
서울금옥초등학교,초등학교,서울특별시 성동구 독서당로 251 (금호동4가. 서울금옥초등학교),37.54632146,127.0176012,성동구
서울청계초등학교,초등학교,서울특별시 노원구 공릉로 431 (중계동. 청계초등학교),37.64466805,127.0662865,노원구
서울도신초등학교,초등학교,서울특별시 영등포구 도림로53길 32-9 . 서울도신초등학교 (대림동),37.49872801,126.9008446,영등포구
서울신묵초등학교,초등학교,서울특별시 중랑구 동일로149길 46 (묵동.신묵초등학교),37.60716846,127.0755519,중랑구
서울대영초등학교,초등학교,서울특별시 영등포구 신길로23길 43 (신길동),37.50244683,126.9058247,영등포구
서울가재울초등학교,초등학교,서울특별시 서대문구 모래내로15길 61 (남가좌동),37.57368245,126.9183891,서대문구
서울탑동초등학교,초등학교,서울특별시 금천구 탑골로 47-3 (시흥동. 탑동초등학교),37.45292038,126.9147652,금천구
서울수암초등학교,초등학교,서울특별시 노원구 중계로12길 9 (중계동.수암초등학교),37.64812624,127.0813164,노원구
서울세륜초등학교,초등학교,서울특별시 송파구 양재대로 1264 . 서울세륜초등학교 (방이동),37.51844009,127.1340298,송파구
